Station,Show,Snippet
FOXNEWS,Studio B With Shepard Smith,israeli halt settlement palestinian cannot shepard started talking global warming assessment
FOXNEWS,Americas Newsroom,importantly house representative passed energy climate bill june would finally make clean energy profitable kind energy american business dramatically reducing greenhouse gas emission
FOXNEWS,Hannity,greenhouse gas emission put guess country sean united state america heralding leadership greenhouse gas applying economy greenhouse gas emission 2006 need cap trade gigantic energy tax anybody owns car flip light
FOXNEWS,FOX and Friends,saying temperature dedon want say awfully hard determine people moat ration wrim primary growth global warming climate
FOXNEWS,Greta Van Susteren,greta 11 00 almost flash studio light time last call hear celebrity talking global warming
FOXNEWS,The OReilly Factor,segment firefighter reporting progress wild fire investigator trying figure caused blaze however congresswoman blaming global warming
FOXNEWS,The OReilly Factor,segment firefighter reporting progress wild fire investigator trying figure caused blaze however congresswoman blaming global warming
FOXNEWS,Glenn Beck,would meet certain requirement widely bearing dos received individual yet hoel dren radical idea limited view order fight global warming
FOXNEWS,Red Eye,without buy drink devised way female reporter comp drink became phoney trend like bird flu alarmist global warming
FOXNEWS,Forbes on FOX,network stamp business news captioning made possible fox news channel energy crisis climate crisis healthcare crisis
FOXNEWS,Hannity,leadership greenhouse gas applying economy greenhouse gas emission 2006 need cap trade gigantic energy tax anybody owns car flip light switch bought anything sold made shipped united
FOXNEWS,Americas Newsroom,responsibility provide financial technical assistance needed help nation adapt impact climate change pursuing low carbon development simply seeking agreement limit greenhouse
FOXNEWS,FOX and Friends,plan tore society firm belief global warming man made harrison jack tell right make think well science climate
FOXNEWS,Happening Now,issue united nation tomorrow headed board major speech mean climate change
FOXNEWS,Americas Newsroom,improve economy without danger planet must together need make copenhagen step forward climate change
FOXNEWS,Greta Van Susteren,forecast temperature go last 10 year see manner coming question fact last 10 year cooling bill ok global warming
FOXNEWS,The OReilly Factor,congresswoman claimed wild fire well discussed book impossible retrieve one event even series event climate change
FOXNEWS,Americas Newsroom,future worthy child thank much applause megyn relatively short remark president united nation speaking climate change
FOXNEWS,Happening Now,nation people prosperity health safety jeopardy time reverse running jon climate change summit
FOXNEWS,Hannity,sean tonight meltdown segment brought prominent meteorologist mojib latif lead author report produced u n iergovernmental panel climate change liberal
FOXNEWS,Red Eye,cap tax senate whole lot people revising left considers people even child nothing pawn advancing political agenda climate change would
FOXNEWS,The OReilly Factor,know lost ground suggested obama trouble much influenced liberal washington news flash obama liberal obsessed climate change
FOXNEWS,The OReilly Factor,know lost ground suggested obama trouble much influenced liberal washington news flash obama liberal obsessed climate change
FOXNEWS,Hannity,anniversary 9 11 john kerry attended event said 9 11 commission report found suffer failure imagination need close imagination gap climate change help
FOXNEWS,The OReilly Factor,anniversary 9 11 john kerry attended event said 9 11 commission report found suffer failure imagination need close imagination gap climate change help
FOXNEWS,Americas Newsroom,difference bill get something important define something tarp last fall although bailout december climate change
FOXNEWS,Hannity,lead author report produced u n intergovernmental panel climate change liberal cite reverently predict global warming predicts long period
FOXNEWS,Greta Van Susteren,sink dry global cooling actually cause drought california way dry climate naturally prove globe actually cooling look inner government mental panel climate change
FOXNEWS,Hannity,redistribution wealth politics global warming climate change protecting people gone astray beyond sean even though may
FOXNEWS,Hannity,old protect war redistribution wealth politics global warming climate change protecting people gone astray
FOXNEWS,Glenn Beck,ed engineering classic example injecting reflecting particle earth orbit would deflect sunlight would otherwise warming earth way try produce cooling effect offset greenhouse
FOXNEWS,Glenn Beck,ed engineering classic example injecting reflecting particle earth orbit would deflect sunlight would otherwise warming earth way try produce cooling effect offset greenhouse
FOXNEWS,Americas Newsroom,challenge unless largest emitter greenhouse gas act together way
FOXNEWS,The OReilly Factor,obama exploiting 9 114 benefit weather pattern changing evidence global warming laura global warming blame california
FOXNEWS,The OReilly Factor,obama exploiting 9 114 benefit weather pattern changing evidence global warming laura global warming blame california
FOXNEWS,The OReilly Factor,obama exploiting 9 114 benefit weather pattern changing evidence global warming laura global warming blame california
FOXNEWS,The OReilly Factor,consequence saw john kerry tried link natural disaster global warming people winking hurricane katrina global warming make people think environmental movement rocker
