Station,Show,Snippet
CNN,Erin Burnett OutFront,degrading infrastructure threatening infrastructure health water food security yet come climate change president united state refuse acknowledge exists believe climate change
CNN,Early Start with Christine Romans and Dave Briggs,2018 seen indication continuing adapt model finally ic saying climate change causing causing national security threat president routinely cast existence climate change
CNN,CNN Newsroom With Brooke Baldwin,relates climate change et pulled u paris climate change accord one nation also think tweet one go back people talk climate change tweet president donald trump climate
CNN,CNN Newsroom With Brooke Baldwin,disagree let play clip back forth wheeler confirmation hearing today believe climate change
CNN,Fareed Zakaria GPS,large brain also 2019 surely bring momentous decision house democrat approach investigation trump presidency trump deal china country deal climate crisis
CNN,Early Start with Christine Romans and Dave Briggs,right coffee drinker wake 60 coffee specie found wild could soon go extinct researcher uk warn climate change deforestation drought
CNN,Early Start with Christine Romans and Dave Briggs,view president flat contradicted several claim made president trump justify principle russia north korea isi climate change
CNN,Inside Politics,cnn washington headquarters roger stone enters plea robert mueller store official keeping america safe directly contradicting president claim climate change
CNN,CNN Newsroom With Fredricka Whitfield,obtained cnn want seek medicare middle class tax cut access education includes universal preschool well debt free college criminal justice reform fighting climate change
CNN,At This Hour With Kate Bolduan,know democrat stand lot issue big question hanging democratic party moving far left term medicare crime issue climate change
CNN,Cuomo Prime Time,waming please come back fast need give point hell global waming spelling extra credit president assume know talking fact first climate change
CNN,Early Start with Christine Romans and Dave Briggs,race california democrat laying agenda top priority tax cut middle class back medicare away private health insurance support green new deal fight climate change paid
CNN,CNN Newsroom with Poppy Harlow and Jim Sciutto,industry factory transportation reality simply many policy place police industry thistration made clear board come sign behind climate change
CNN,Early Start with Christine Romans and Dave Briggs,past three day well expect took toll senator losing voice end thef visit interview alexandria ocasio cortez proposed taxing rich high 70 fund climate change
CNN,Cuomo Prime Time,checking president issue like global warming climate change happening north korea isi happening russia good part show think people want tune see
CNN,Cuomo Prime Time,regular guy want put upon big brother arm time best defense terrible one well maybe playing crowd maybe reading room understands folk want climate change
CNN,CNN Newsroom With Ana Cabrera,weather climate weather get day day basis climate get long term talk global warming climate change talking entire globe right midwest u east one
CNN,CNN Tonight With Don Lemon,talking climate change generation really understands peril climate change run central tenant climate change issue touch everything
