Station,Show,Snippet
CNN,The Lead With Jake Tapper,brilliantly foolish reporter guest honor according document known climate denier cardinal george pell long term benefit scheme combat global warming path
CNN,Anderson Cooper 360,development climate change top pruitt list pruitt openly question role human global warming aggressively brought skepticism epa
CNN,Anderson Cooper 360,north korean deal give credit iranian deal four big decision president made directly spit eye long term friend ally pulling paris climate change
CNN,Situation Room With Wolf Blitzer,president unpredict bable wonder every day going happen especially rosenstein good work thank ahead head epa share expensive meal cardinal accused sex abuse also climate change denier
CNN,Anderson Cooper 360,completed 24 deregulatory action 41 development climate change top pruitt list pruitt openly question role human global warming aggressively brought skepticism epa
CNN,Anderson Cooper 360,really important president pulse north korean deal give credit iranian deal four big decision president made directly spit eye long term friend ally pulling paris climate change
CNN,CNN Newsroom With Brooke Baldwin,made deal without u starting work together paris climate accord walked away one year ago couple day u one country world part climate change deal deal climate
CNN,CNN Tonight With Don Lemon,presidential administration willfully intent negligent come managing resource administration look stance climate
CNN,Anderson Cooper 360,october pruitt announced withdrawal clean power plan stalled court designed regulate greenhouse gas emission polluter january year pruitt epa weakened clean air act
CNN,New Day Sunday,focus interview stormy daniel solved north south korea solve u sorry donald late u know believe climate
CNN,Anderson Cooper 360,october pruitt announced withdrawal clean power plan stalled court designed regulate greenhouse gas emission polluter january year pruitt epa weakened clean air act withdrawing regulation major source hazardous air pollutant
CNN,Anderson Cooper 360,cnn project view undoing regulatory onslaught perpetrated obama administration global warming area change year one
CNN,CNN Newsroom With Ana Cabrera,george pell combat global warming path extra text revenue government reporter pell also highest ranking member catholic church charged child sex abuse
CNN,Anderson Cooper 360,undoing regulatory onslaught perpetrated obama administration global warming area change year one striking embarked aggressive deregulation reversal
CNN,CNN Newsroom With Fredricka Whitfield,long term benefit scheme combat global warming apart extra tax revenue government reporter also highest member catholic church charged child
CNN,CNN Newsroom With Brooke Baldwin,many calling simply racist white house drama king strike today new evidence epa chief scott pruitt dined climate change doubter accused sexual child abuser kept secret
CNN,Early Start with Christine Romans and Dave Briggs,climate change storm coming baby never scared horny time know
CNN,CNN Newsroom With Fredricka Whitfield,climate change storm acoming baby cnn newsroom start hello everyone thanks joining sunday president attempt
CNN,Erin Burnett OutFront,mankind reporter go far beyond scientific fact establish theory evolution fighting science climate change fighting gun
CNN,Situation Room With Wolf Blitzer,sorry donald late know believe climate change storm comin baby reporter giuliani blasted
CNN,Early Start with Christine Romans and Dave Briggs,korea solve u sorry donald late know believe climate change storm coming baby
CNN,The Lead With Jake Tapper,chief scott pruitt dined climate change doubter accused sexual child abuser kept secret welcome lead jim sciutto jay
CNN,Anderson Cooper 360,climate change travel ban withdrawal jpoa jerusalem decision another example creating solution problem process creating
CNN,Anderson Cooper 360,special report pruitt fire battle epa air next hour vatican official climate change denier accused sexual abuse next aid pruit said
CNN,Situation Room With Wolf Blitzer,climate change sick scandal great weekend everybody thanks watching erin burnett outfront start right outfront next trump giuliani insisting new
CNN,New Day Sunday,solve u sorry donald late know believe climate change storm coming baby announcer new day
CNN,Early Start with Christine Romans and Dave Briggs,sorry donald late know believe climate change storm coming baby never scared horny time
CNN,CNN Newsroom With Fredricka Whitfield,stormy daniel star studded cameo saturday night live know believe climate change storm coming baby else say
CNN,Early Start with Christine Romans and Dave Briggs,2016 mo brook alabama denying vast body research denying rising sea level part climate change exchange researcher philip duffy
CNN,State of the Union With Jake Tapper,know believe climate change storm acoming baby stephanie clifford aka stormy daniel showing acting chop led adult film suppose panel
CNN,Early Start with Christine Romans and Dave Briggs,scale minuscule effect rising sea level rising sea bottom level day later republican led committee tweeted link denying climate change causing sea level rise
CNN,Early Start with Christine Romans and Dave Briggs,pretty sure human time scale minuscule effect human time scale day later republican led committee tweeted link denying climate change causing sea level rise
CNN,CNN Tonight With Don Lemon,shark week solved north south korea solve u sorry donald late know believe climate change storm coming baby
CNN,Anderson Cooper 360,administration seems come solution problem true withdrawal tpp climate change travel ban withdrawal jcpoa nuclear agreement highly flawed still functional
CNN,Situation Room With Wolf Blitzer,initiative like sensor climate change science fourth staffer leave unexpectedly week alone left pruitt inner circle appears pressure building headline
CNN,Erin Burnett OutFront,inside white house glad scott pruitt reliable issue like climate change sick scandal great weekend everybody thanks watching erin burnett outfront start right
CNN,New Day Sunday,solve u sorry donald late know believe climate change storm coming baby announcer new day weekend victor blackwell christi paul
CNN,CNN Tonight With Don Lemon,donald oh come always shark week solved north south korea solve u sorry donald late know believe climate change storm
CNN,Anderson Cooper 360,vatican official even though schedule said private dinner staff among cardinal charged child sex abuse australia climate change denier cardinal denies charge
CNN,The Lead With Jake Tapper,departure deputy associate administrator public affair oversue pruitt initiative sense sensoring climate change science fourth staffer leave unexpectedly week alone meanwhile pruitt back capitol hill may 16th
CNN,Inside Politics,know believe climate change storm coming baby delicious side dish protein bean whole grain veggie mmm good work dooooone bird eye protein blend veggie good
CNN,CNN Newsroom With Fredricka Whitfield,giuliani talking president counsel president counselor stormy daniel made storm forecast last night know believe climate change storm
CNN,New Day Sunday,solve u sorry donald late know believe climate change storm coming baby announcer new day weekend victor blackwell christi paul good sunday morning
CNN,Early Start with Christine Romans and Dave Briggs,research showing rising sea level past 100 year product changing climate exchange climate change researcher philip duffy every time soil rock whatever
CNN,Anderson Cooper 360,australia climate change denier cardinal denies charge one dozen ethic scandal pruitt answer try keep job epa president asked
CNN,CNN Newsroom With John Berman and Poppy Harlow,resignation know believe climate change storm coming baby lawyer would upset fame fortune let make money damaged become rich result 130000 mean anything
CNN,The Lead With Jake Tapper,otto warm bi rev look tpp trade deal look climate change look iran stage america first world mean america isolated stepped back chinese european others effort say
CNN,CNN Newsroom With Ana Cabrera,like porn hard anything solved north south korea solve u sorry donald late know believe climate change storm coming baby
CNN,State of the Union With Jake Tapper,late know believe climate change storm coming stormy daniel showing acting chop led adult film suppose panel senator santorum let start basic idea
CNN,New Day Sunday,korea solve u sorry donald late know believe climate change stormy coming baby tech think chip nothing worry well safelite know sooner later every chip crack
CNN,CNN Tonight With Don Lemon,specie science matter deny climate change regard changing planet mean frosting cake yeah jeff time thank much appreciate time together thank u tonight
CNN,CNN Tonight With Don Lemon,deny climate change regard changing planet mean frosting cake yeah time thank much appreciate time together u tonight see right back tomorrow
CNN,The Lead With Jake Tapper,like iran deal paris climate change expect hold fair point dwell go official trump administration saying going go whery reassuring public saying
