Station,Show,Snippet
CNN,Fareed Zakaria GPS,1980 2018 size icecap shrank 42 head wilson center polar institute put way climate change literally opening new ocean let clear unlike secretary pompeo global warming
CNN,CNN Newsroom With Ana Cabrera,susta sustainable energy unlike know climate change real
CNN,The Lead With Jake Tapper,climate change central theme candidacy today unveiled plan implement 100 clean energy standard key sector u economy dark cloud america dark cloud climate change
CNN,CNN Newsroom With Ana Cabrera,trillion year weapon destruction world bringing country together fight common enemy climate change
CNN,At This Hour With Kate Bolduan,crisis today blue plain water treatment plant one advanced plant world issued plan put 8 million people work high paying job defeating climate crisis
CNN,CNN Tonight With Don Lemon,tornado left devastation midwest last 24 hour let discus chief climate correspondent thank much climate change
CNN,New Day With Alisyn Camerota and John Berman,quote demonization carbon dioxide like demonization poor je hitler happened twisted metaphor come someone president ear climate change
CNN,The Lead With Jake Tapper,result climate change also bring catastrophic consequence even director national intelligence dan koetcoats ear year cited global warming national security
CNN,Cnn Town Hall,quite alarmed read year carbon ear mission reached record level pivotal time specie planet step would take curb potentially devastating consequence climate change great question
CNN,Early Start with Christine Romans and Dave Briggs,administration look political possible lens case know trump feel like know undo underpinnings anything climate change going
CNN,CNN Right Now With Brianna Keilar,investigated within context judiciary committee precluding committee work right phil dealing saving protection pre existing condition gun safety legislation climate change
CNN,Michael Bennet CNN Town Hall,first part say look get net new carbon 2050 scientist say invests trillion dollar public money leverage another 10 trillion private money deal climate change
CNN,Situation Room With Wolf Blitzer,house month yet accomplish single thing literally gotten anything done since taken true house far passed dozen bill including legislation aimed gun control climate change
CNN,CNN Newsroom With Fredricka Whitfield,see sort reaction voter state impact life want want stop climate change given choice food table climate
CNN,CNN Newsroom With Ana Cabrera,country need come together unite also hammering away one point saying must defeat president trump talked certain issue important voter like civil liberty woman right choose climate change
CNN,New Day With Alisyn Camerota and John Berman,back today say need middle road approach save life much john yeah look division inside democratic party comment heck lot climate change
CNN,Early Start with Christine Romans and Dave Briggs,tulsa county sheriff office posted photo showing dramatic flooding oklahoma governor kevin stitt say state wood yet president say spoke governor japan vowing assistance climate change
CNN,State of the Union With Jake Tapper,nafta would voted nafta believe better job protect american worker also think need better job term thinking priority parent perhaps issue like climate crisis
CNN,New Day Weekend With Victor Blackwell and Christi Paul,green new knedeal vital planet country know look climate change denier people say believe global warming believe much human contributing
CNN,New Day With Alisyn Camerota and John Berman,change could sticky say diametrically opposed issue climate change earlier year prince charles caribbean talked potentially catastrophic global warming demand world decision
CNN,Michael Bennet CNN Town Hall,attorney climate change wreaking havoc across country flooding oklahoma tornado ohio south record high temperature would beyond carbon tax slow reduce
CNN,CNN Newsroom With Ana Cabrera,together saying need stop fighting start fixing want play piece sound talked president trump warned issue voter care whether woman right choose combatting climate change nothing
CNN,CNN Newsroom with Poppy Harlow and Jim Sciutto,concerned fact look accomplished first four half month everything last week passed legislation house preserving waiver pre existing condition hearing climate change
CNN,Early Start with Christine Romans and Dave Briggs,cu christian democrat much worse previous election green surged ahead win 20 vote number one issue germany climate change failure tackle climate crisis drove
CNN,At This Hour With Kate Bolduan,energy job good paying union job across state defeating climate crisis made centerpiece centerpiece campaign climate change unveil giant job proposal today stem
CNN,New Day With Alisyn Camerota and John Berman,ehrlich heard pessimistic say donald trump white house donald trump vowed pull u paris climate change agreement recently tweeted quote whole climate crisis fake news fake
CNN,CNN Newsroom With Fredricka Whitfield,start fixing together folk way deal crisis climate
