Station,Show,Snippet
CNN,The Situation Room With Wolf Blitzer,discus ted white house meeting afternoon president house speaker senate majority leader necessarily spending measure lightning rod issue like regulating greenhouse gas abortion
CNN,Your Money,make know unit even safer last four year remarkable record operating nuclear remts 20 electric tris country zero greenhouse gas probably
CNN,Anderson Cooper 360,let give two example overall house bill actually 40 50 policy rider controversial others two example first say epa cannot regulate greenhouse gas
CNN,Piers Morgan Tonight,definitely thing center talk issue particular reporter let give two biggies first clean air house republican pushing measure inside bill said epa regulate greenhouse gas
CNN,American Morning,reporter crystallize hot button issue creating partisan divide talk one big one environmental protection agency house republican would like say epa cannot regulate greenhouse gas
CNN,The Situation Room With Wolf Blitzer,whether pay bill keep home internationally seeing change seen generation got certain challenge like energy climate change
CNN,In the Arena,year remember jimmy carter speech sitting cardigan sweater still energy policy spend much research development depressing thing since early 80 gone downhill dramatically despite fact worry global warming
CNN,Anderson Cooper 360,ham agency really big issue thing policy issue policy writer called house republican passed like cutting funding planned parenthood director epa deal greenhouse
CNN,John King USA,mean republican put budget thing like epa dealing greenhouse gas also abortion republican say much
CNN,Anderson Cooper 360,accumulating whole controversy normal discussion greenhouse gas budget debate like would outrage shut government
CNN,Anderson Cooper 360,40 50 policy rider two example first say epa cannot regulate greenhouse gas republican say something feel important say hurt job
CNN,Anderson Cooper 360,many outreach accumulating whole controversy normal discussion greenhouse gas budget debate like would outrage shut government
CNN,The Situation Room With Wolf Blitzer,health care plan making clear epa deal greenhouse gas thing like democrat say nonstarter republican say thing like big issue
CNN,Anderson Cooper 360,first say epa cannot regulate greenhouse gas republican say something feel important say hurt job argument democrat say
CNN,Anderson Cooper 360,rider epa greenhouse gas last year democrat majority congress deliver anything deliver budget play game day long
CNN,Anderson Cooper 360,accumulating whole controversy normal discussion greenhouse gas budget debate like would outrage shut government republican shut
CNN,Anderson Cooper 360,planned parenthood director epa deal greenhouse gas fit bigger puzzling interesting lot tea party folk kind new blood
CNN,The Situation Room With Wolf Blitzer,40 policy rider house republican bill let point couple specific maybe biggest flash point one epa regulating greenhouse gas republican say want epa
CNN,CNN Newsroom,agreed boehner say spending cut reid say policy house republican tacked rider spending plan passed earlier year stripping epa power regulate greenhouse gas restricting health care reform defunning public
CNN,CNN Newsroom,restricting greenhouse gas health care reform public broadcasting planned parenthood harry reid say point resolved except planned parenthood john boehner say close policy spending
CNN,John King USA,really really big deal republican put abortion thing like preventing epa regulating greenhouse gas still big sticking point american people might confused fund
CNN,CNN Newsroom,band epa regulating greenhouse gas big one abortion funding heard democratic leader democratic source talked say republican simply sticking idea getting away planned parenthood
CNN,Anderson Cooper 360,right many outreach accumulating whole controversy normal discussion greenhouse gas budget debate like would outrage shut government republican shut
CNN,Anderson Cooper 360,epa greenhouse gas last year democrat majority congress deliver anything deliver budget play game day long ear piece work explained republican blocked
