Station,Show,Snippet
FOXNEWS,The Five,republican believe global warming greg tease belief climate change believe climate change man made cause climate change
FOXNEWS,The Five,bad good bad like global warming bob oh gosh eric global warming notice liberal went global warming realize warms cool cooled climate change
FOXNEWS,The Five,primary electorate republican believe global warming greg tease belief climate change
FOXNEWS,FOX and Friends,arrested outside white house vowing continue storm oil extracted way produce 10 15 greenhouse gas
FOXNEWS,The Five,bad good bad like global warming bob oh gosh eric global warming notice liberal went global warming realize warms cool cooled climate
FOXNEWS,Red Eye,research published highly regarded journal nature global warming caused cosmic ray sun involving 60 country know many 8000 scientist could death foreman made global warming
FOXNEWS,The FOX Report With Shepard Smith,new conservative come fellow republican ron paul saying fed abolished decade shepard today find stand global warming right governor perry kind scoffed global warming caused
FOXNEWS,Your World With Neil Cavuto,defend position president part neil john huntsman say global warming real
FOXNEWS,Special Report With Bret Baier,president obama handling debt debate coy cute clever half laying plan climate activist former vice president al gore calling global warming
FOXNEWS,The Five,galileo get way e mail england overwhelming science question people say global warming full
FOXNEWS,The Five,panic bedrock science skepticism blindly accept eric ideology whole whole group anglican university england prove bob global warming eric yes
FOXNEWS,Your World With Neil Cavuto,adult stem cell created scientific discovery day easy fall trap created left think governor perry relates global warming
FOXNEWS,Hannity,reporter liberal litmus test rick perry pas liberal litmus test saying earth reporter understand talk global warming
FOXNEWS,Hannity,reporter liberal litmus test rick perry pas liberal litmus test saying earth reporter understand talk global warming
FOXNEWS,FOX and Friends,right tell u think twitter com fox friend write u friend foxnews com meet civil servant part giving back 800000 salary amazing belief global warming
FOXNEWS,FOX and Friends,carbon dioxide pumping atmosphere boy thanks global warming temperature soon go roof endless summer want endless summer open lady money making venture trusty pool turned heat sponge bob throwing another tire fire global warming
FOXNEWS,FOX and Friends,may play well enough conservative party taken stance may appeal recently tweeted said clear believe evolution trust scientist global warming
FOXNEWS,FOX and Friends Sunday,juliet reason talking perry making appearance mother holing holding child behind child word child ask perry global warming evolution
FOXNEWS,FOX and Friends,scary gretchen angry hear bleep bunch speech gave steve talking dirty al gore peter yeah kind getting heated gretchen speaking global warming
FOXNEWS,The Five,greg know bug laughing gross idea linking mental illness real problem natural disaster hypothetically caused climate change
