Station,Show,Snippet
CNN,Parker Spitzer,sort appreciate trying global warming another issue republican party right vehemently opposed incoming republican elected reject science want anything term global warming
CNN,Fareed Zakaria GPS,promised noah flood know noah 5900 year old man got two every animal ship goat okay promised wipe world worrying global warming
CNN,Fareed Zakaria GPS,21000 first nine month 2010 alone double number killed 2009 death toll come munich one swiss biggest competitor tom friedman alternate term global warming
CNN,Parker Spitzer,declining level investment global warming focused many thing focus quite much allow real point say deal global
CNN,Parker Spitzer,possibility situation sufficient say something really dramatic let take going go quote going take little look global warming argument
CNN,CNN Newsroom,awful lot teleconnection going part talk know thing know variable going north pacific south pacific see change global warming
CNN,Reliable Sources,tough questioning politics policy like power broker horse race need know know think time shred government need government think climate crisis
CNN,The Situation Room With Wolf Blitzer,historic also messy year look year democrat charge huge achievement health care reform wall street reform also ask tell also huge loss climate change energy
CNN,Parker Spitzer,virtually republican elected congress disavowed science global warming though want look science anymore understand happened science became something believe believe global warming think
CNN,Parker Spitzer,global warming focused many thing focus quite much allow real point say deal global warming say right people saying
CNN,CNN Newsroom,warming snowstorm everybody saying believe global warming exist saying saying blame one event even number event global warming seeing agree see something different
CNN,Parker Spitzer,ethic violation ignorance position really scare man bringing completely digit point want head energy committee citing genesis global
CNN,CNN Newsroom,even something 30 year period chastised people wikipedia thing write something said snowstorm happened la vega couple year ago said blame global
CNN,Parker Spitzer,work two part first remember three fourth world population much important thing deal help issue mean say fix global
CNN,Parker Spitzer,copenhagen consensus center argues consequence climate change vastly exaggerated money spent climate change policy would effective used fight malaria eradication water
CNN,Parker Spitzer,argues consequence climate change vastly exaggerated money spent climate change policy would effective used fight malaria eradication water sanitation view exploited cool
CNN,Parker Spitzer,talking somebody congress ethic violation ignorance position really scare man bringing completely digit point want head energy committee citing genesis global
CNN,Parker Spitzer,think people understand organization fall issue help sort appreciate trying global warming another issue republican party right vehemently opposed incoming republican elected reject science want anything term global warming organization weigh specifically
CNN,Parker Spitzer,happen passion happened passion people trying something global warming yes well interesting
CNN,Fareed Zakaria GPS,going taking energy commission john shimkus real winner say worry global warming bible god
CNN,Parker Spitzer,tohemecarecrs sheifyogi tay producer inconvenient truth lorie david done much anyone bring global warming public attention new book family
CNN,The Situation Room With Wolf Blitzer,big difference sending bullet cancun summit global warming expert say far 2010 slightly warmer 2008 2005 could change depending
CNN,Parker Spitzer,education crisis going deal energy crisis believe inform global warming believe scientific hoax would deal republican got elected saying
CNN,CNN Newsroom,determine global warming natural variability look number recent event go back far pakistan flood fire russia
