Station,Show,Snippet
FOXNEWS,FOX  Friends,global warming plan suing murder oil company knew 1959 study knew global warming climate change happening
FOXNEWS,Fox News  Night With Shannon Bream,news tariff paid first trace gallagher break world whirlwind week jeff session exclusive interview minute away stick around first trace shannon great see tonight climate change among
FOXNEWS,Fox and Friends First,oil company new 1959 study knew would global warming climate change happening talking law firm sue oil company knowingly killing people world heather time
FOXNEWS,Fox and Friends Saturday,appointment university manchester researcher claiming chocolate easter bunny foil rapped egg bad environment creates greenhouse gas use ingredient wasteful take look set course brought
FOXNEWS,Special Report With Bret Baier,grower cullen experimenting led annual greenhouse gas pollution equivalent 3 million car
FOXNEWS,The Ingraham Angle,losing election instead going talking reason lost unending found pet project global warming hillary clinton could global warming worked al gore numbero year
FOXNEWS,The Five,jared ivanka like triumvirate big proponent exiting terrorist climate
FOXNEWS,The Ingraham Angle,losing election instead going talking reason lost unending actually found pet project instead global warming hillary clinton could global warming argument actually worked al gore number year help party left
FOXNEWS,Special Report With Bret Baier,standard reducing fossile fuel consumption greenhouse gas emission great expense automobile industry add car price restricts car choice worst thing make car
FOXNEWS,Hannity,american want hear global warming people jet set around world maybe next year show
FOXNEWS,FOX  Friends,whole issue climate change become politicized actually use term climate change know drive people crazy focus going right pollution air water national park
FOXNEWS,FOX  Friends,conservation good everybody opposed locking ideological framework climate change exactly right said long time way left taken issue climate change made massive political battering
FOXNEWS,Tucker Carlson Tonight,different rule noble citizen like surround armed revenue tell u right defend worse flying private jet accept climate
FOXNEWS,Fox and Friends First,change anything said arnold schwarzenegger want go terminator oil company claiming cause global warming oil company plan sue murder
FOXNEWS,The Five,american sniper huge success al gore global warming thing fox news dominated last 15 20 year one understand look new york
FOXNEWS,The Five,kid job sound like global warming alarmist could fit suit oh said like low blow give one laughter right set dvrs
FOXNEWS,Hannity,man ever told shut look al gore even disagree course global warming stuff still policy mccain romney dealing policy issue could debate
FOXNEWS,The Five,snow boston new york city next two day donald trump right global warming proof talking button bigger button
FOXNEWS,Hannity,complaining say know man ever told shut look al gore even disagree course global warming stuff still policy mccain romney dealing policy issue
FOXNEWS,Hannity,look harming democrat party complaining say know man ever told shut look al gore even disagree course global warming stuff still policy
FOXNEWS,Hannity,never responsible personal security american sure hell want hear global warming group people jet set around world private jet want u stop driving suv dodge caravan kid
FOXNEWS,FOX  Friends,nature share focus pollution bring people together rather issue climate change divisive pete harkens back republican day teddy roosevelt
FOXNEWS,The Ingraham Angle,problem iran iraq afghanistan climate change laura climate north korea know guy seems like cuckoo cocoa pufs nuclear weapon
FOXNEWS,Fox News  Night With Shannon Bream,tonight climate change among thing lawsuit breathy feud different level 25 minute speech law enforcement official attorney general jeff session california sanctuary law unconstitutional violate
FOXNEWS,The Ingraham Angle,climate change laura climate north korea know guy seems like cuckoo cocoa pufs nuclear weapon china get back korean war
FOXNEWS,Fox News  Night With Shannon Bream,death destruction one country southern california democratic governor jerry brown blamed climate change president trump think president trump fear lord fear wrath god
FOXNEWS,Fox News  Night With Shannon Bream,addition remarkable legacy left u dire warning fate humanity writing must leave earth next hundred year phase extension hocking believed climate change asteroid artificial intelligence human aggression
FOXNEWS,FOX  Friends,thing next generation better way found political getting climate change policy hurt industry make political point rather
FOXNEWS,The Five,al gore stop talking climate change mitt romney running senate really committed speaking voice debate country
FOXNEWS,Americas News HQ,eric landmark across globe dark today earth hour city coming together turn light draw attention climate change arthel event happening every march since 07 major landmark participating including eiffel tower
FOXNEWS,The Ingraham Angle,church v gotten political environmental issue climate change agree see president check area look agenda record installed mexico city policy keep u funding
FOXNEWS,Outnumbered,bit research never said man elected really glad al gore stop talking climate change glad john kerry went senate became excellent
FOXNEWS,The Five,recount chose issue climate change made fun trying relitigate 2000 election gracious moved helped country move
FOXNEWS,Fox News  Night With Shannon Bream,doubt put right context key district connecticut number one number two husband leading voice climate change democratic party nationally yale professor formerly
FOXNEWS,Fox News  Night With Shannon Bream,two husband leading voice climate change democratic party nationally yale professor formerly served connecticut state government power couple connecticut government liberal people progressive icon
FOXNEWS,The Story With Martha MacCallum,martha earlier year threat nuclear north korea scientist sounding alarm climate change bulletin atomic scientist ticked doomsday ahead two minute midnight people pinning blame
FOXNEWS,Tucker Carlson Tonight,worse flying private jet accept climate change award ethan bearman join u tonight seems pretty simple calling disarming bodyguard think threat real happen know
FOXNEWS,Fox News  Night With Shannon Bream,death destruction one country southern california democratic governor jerry brown blamed climate change president trump think president trump fear lord fear wrath god lead one humility
FOXNEWS,Fox News  Night With Shannon Bream,hocking believed climate change asteroid artificial intelligence human aggression overpopulation even alien invasion cause life earth hocking perception surviving pretty thought hope forge new life space last night president trump said
FOXNEWS,The Journal Editorial Report,tillerson issue really unique mike pompeo getting someone page rex tillerson page two institution president disagreed climate change year end nuclear deal
FOXNEWS,Fox and Friends Sunday,lot people run time going come back need go poll catholic talking climate change bigger problem christian persecution world thanks remember guy
FOXNEWS,Hannity,investigation robert mueller everybody say greatest guy whole world trust u member congress mainstream medium trying convince special counsel beyond reproach sort like climate change nobody disagrees u
FOXNEWS,FOX  Friends,people said go away go away never said man elected al gore stop talking climate change really glad john kerry went senate became excellent secretary state really glad john
FOXNEWS,The Daily Briefing With Dana Perino,building global community going get together share cat video wonderful solve climate change forth describe book kind terrible problem hyper conic activity everybody connected two thing happen
FOXNEWS,The Ingraham Angle,billie bush thing voting man laura right sewed believe check government gone away like go church also gotten political talking environmental issue climate change agree said
